ID,Size Input,Knuth's BST,Bisection heuristic BST,Perfectly Balanced BST
1,1,5525,5525,5525
2,2,12914,12914,18343
3,3,32508,32508,36157
4,4,16921,16921,31016
5,5,80170,85419,85532
6,6,112068,113279,112068
7,7,83666,83666,83666
8,8,94840,94840,101081
9,9,92963,96690,104540
10,10,171492,171492,187673
11,11,180043,186473,189299
12,12,160910,162367,204359
13,13,165428,165428,189117
14,14,138587,145836,167463
15,15,153245,168296,170882
16,16,228663,228663,268428
17,17,286541,301773,329833
18,18,275527,277573,297703
19,19,350503,365825,392647
20,20,362105,367104,393423
21,21,346836,352596,379023
22,22,473554,489822,542237
23,23,439913,456651,474441
24,24,499710,508849,554291
25,25,443679,465118,532020
26,26,455271,455271,532136
27,27,431682,432900,476765
28,28,683575,706613,761604
29,29,564728,601544,638577
30,30,523962,552955,604563
31,31,623622,633932,737213
32,32,655191,663226,699962
33,33,614301,634835,648916
34,34,639294,657813,716848
35,35,695335,728457,758464
36,36,772632,818687,849914
37,37,749984,805782,828851
38,38,781842,816322,846875
39,39,770448,809032,889568
40,40,811965,822111,925292
41,41,820214,843753,952293
42,42,814419,860295,952532
43,43,988101,1001035,1086835
44,44,829888,861123,967251
45,45,929783,954771,1023441
46,46,1090112,1109918,1201985
47,47,1076890,1097671,1190268
48,48,984168,1045733,1131477
49,49,1091097,1137564,1163871
50,50,1156442,1188438,1260432
51,51,1083323,1107895,1194821
52,52,969321,1041878,1089026
53,53,1085330,1107631,1212662
54,54,1258242,1277184,1418975
55,55,1090158,1108741,1243376
56,56,1182392,1221791,1351382
57,57,1285622,1317709,1409869
58,58,1342711,1385502,1433374
59,59,1358853,1377430,1519725
60,60,1551628,1573279,1676411
61,61,1536185,1581158,1718504
62,62,1489513,1519258,1570921
63,63,1405234,1435007,1543934
64,64,1576801,1622700,1700976
65,65,1574313,1632956,1665850
66,66,1703740,1767313,1859179
67,67,1713859,1764854,1861393
68,68,1637007,1669082,1773985
69,69,1507428,1533520,1667471
70,70,1773912,1834287,1906815
71,71,1595749,1669016,1803640
72,72,1884685,1963129,2039946
73,73,1788652,1822998,1953052
74,74,1821641,1873492,1990892
75,75,1927372,2002041,2105095
76,76,1688444,1743405,1885132
77,77,1882245,1932467,2106502
78,78,1929315,2011408,2121043
79,79,1891440,1924647,2170249
80,80,1708177,1757333,1937833
81,81,1805209,1901437,2116887
82,82,2184297,2253935,2387330
83,83,2045525,2127073,2247841
84,84,1999825,2035039,2212935
85,85,2241475,2292988,2413462
86,86,2188735,2276242,2443650
87,87,2127581,2171912,2342868
88,88,2136387,2197094,2364172
89,89,2228524,2287172,2479371
90,90,2354602,2424134,2619140
91,91,2381151,2423693,2605642
92,92,2470452,2556969,2749444
93,93,2525370,2611101,2790173
94,94,2347664,2395152,2639709
95,95,2340892,2405316,2678879
96,96,2634375,2685606,2933759
97,97,2594533,2644973,2777808
98,98,2607124,2666716,2820133
99,99,2419953,2525782,2721424
100,100,2553500,2664811,2898690
101,101,2690385,2774349,2915183
102,102,2622834,2683495,2896180
103,103,2686627,2780107,2995096
104,104,2814287,2944929,3088788
105,105,2616644,2687535,2860007
106,106,2715809,2871278,3049773
107,107,2577233,2663840,2928877
108,108,2721469,2808944,3036579
109,109,3008594,3078957,3267052
110,110,3220984,3296988,3368237
111,111,2818488,2912024,3096164
112,112,3204782,3310668,3460197
113,113,2940856,3064884,3202519
114,114,3326920,3431738,3529922
115,115,2808584,2867912,3046257
116,116,3379605,3488759,3675161
117,117,3115553,3237406,3453485
118,118,2873271,2961282,3227582
119,119,3076011,3191612,3341987
120,120,3218236,3355900,3528961
121,121,3806624,3919023,4014672
122,122,3500727,3579622,3772636
123,123,3253510,3358321,3606051
124,124,3632267,3699764,3916496
125,125,3109516,3194508,3454947
126,126,3823047,3976095,4131755
127,127,3297951,3420365,3616690
128,128,3462963,3608748,3813670
129,129,3536796,3620685,3794670
130,130,3638886,3723199,3941988
131,131,3693406,3763046,3984034
132,132,3852299,4007755,4154549
133,133,3789498,3820275,4201086
134,134,3837614,3975384,4208958
135,135,3810495,3917044,4133603
136,136,3769792,3878790,4106067
137,137,3797826,3892641,4237344
138,138,4037088,4178051,4326769
139,139,4302698,4410760,4610025
140,140,3819121,3967608,4210374
141,141,4211071,4350957,4549657
142,142,4024721,4168005,4408711
143,143,4130682,4310532,4559679
144,144,4150526,4315289,4495139
145,145,4447648,4533548,4897696
146,146,4602546,4730527,4971803
147,147,4049446,4144630,4386863
148,148,4202171,4432815,4679143
149,149,3951013,4022915,4369109
150,150,4530073,4701184,5006051
151,151,4442920,4574174,4820721
152,152,4289377,4446473,4758031
153,153,4698410,4809071,5072454
154,154,4531834,4687564,4969197
155,155,3915122,4071263,4277580
156,156,4500092,4605292,4893808
157,157,4809293,5004029,5311147
158,158,4499381,4666454,4838792
159,159,4499524,4625909,4929385
160,160,4873358,5004445,5326251
161,161,4188190,4363696,4640208
162,162,4972529,5095194,5356827
163,163,4687479,4850640,5231730
164,164,5119470,5345555,5559224
165,165,4961902,5076929,5465510
166,166,5271826,5474858,5732936
167,167,4405031,4524548,4872296
168,168,4999830,5115791,5474683
169,169,5312734,5412361,5806278
170,170,4853004,5069762,5313067
171,171,5529963,5648587,5940665
172,172,5213542,5382358,5596156
173,173,5354138,5494104,5857999
174,174,5274013,5358823,5684800
175,175,5922868,6085366,6374755
176,176,5451800,5633561,6017459
177,177,5600870,5814594,6144441
178,178,5320616,5501828,5809471
179,179,4984999,5155819,5513370
180,180,5665533,5808531,6212121
181,181,5542233,5705815,6084411
182,182,5580622,5709136,6208953
183,183,5584053,5820485,6231490
184,184,5719134,5806491,6195544
185,185,5522581,5726788,6015356
186,186,5893736,5991136,6396482
187,187,6194372,6342180,6643466
188,188,5778578,5997949,6334823
189,189,5916115,6046225,6440792
190,190,5991807,6133798,6440842
191,191,5789178,5979428,6310377
192,192,6143822,6281794,6699273
193,193,5861714,6078038,6430985
194,194,5964035,6118347,6431318
195,195,5546726,5748173,6013921
196,196,6291147,6507908,6806159
197,197,5715159,5881558,6349616
198,198,6490307,6692973,7085895
199,199,5949094,6047102,6620053
200,200,5673860,5824392,6287997
201,201,6319334,6501267,6874718
202,202,6329770,6535518,6901317
203,203,6228326,6425845,6792685
204,204,6691981,6814412,7263993
205,205,6171441,6364765,6815278
206,206,6197599,6382332,6732459
207,207,6481644,6644125,7031920
208,208,6422670,6586755,6924024
209,209,7187819,7343299,7669551
210,210,6954530,7152718,7378944
211,211,6629671,6812144,7251954
212,212,6706330,6909695,7299957
213,213,6489981,6772767,7020999
214,214,6725752,6915175,7368086
215,215,6879235,7069807,7441978
216,216,6532860,6712039,7152884
217,217,6879376,7135528,7507253
218,218,7120065,7355592,7505091
219,219,6467323,6704769,7143673
220,220,7058307,7315653,7571524
221,221,7106200,7369795,7807843
222,222,7266615,7461963,7854801
223,223,6952673,7100872,7464928
224,224,6547607,6802304,7243074
225,225,6759594,6947101,7346695
226,226,6620484,6766519,7056459
227,227,7438699,7654382,7925387
228,228,7121605,7318991,7731407
229,229,8007650,8258683,8729795
230,230,6985928,7278327,7542063
231,231,6882259,7083524,7502960
232,232,7128093,7317013,7690094
233,233,7414403,7636827,7928351
234,234,7897242,8103479,8464589
235,235,7508964,7763554,7999309
236,236,7402148,7703810,8092428
237,237,7337501,7576824,8033721
238,238,7800955,7998330,8453707
239,239,8385259,8599704,8872520
240,240,8145560,8371745,8629199
241,241,7833011,8162187,8367151
242,242,7574677,7767716,8206445
243,243,7795266,7997463,8490705
244,244,8187179,8358860,8810172
245,245,7883957,8027994,8578641
246,246,7692823,7913189,8216467
247,247,7541614,7761195,8188426
248,248,8209660,8486908,8791266
249,249,8215363,8454982,8804069
250,250,7810266,8074768,8411784
251,251,7925592,8209986,8577342
252,252,7588403,7826010,8163557
253,253,8151521,8358595,8764784
254,254,7709422,7908567,8270111
255,255,8096565,8302438,8747965
256,256,8394928,8569502,8978076
257,257,8266227,8543939,8837824
258,258,8510020,8700888,9198674
259,259,8046002,8308572,8752232
260,260,8915716,9076934,9633552
261,261,8992657,9181124,9673348
262,262,8691484,8908524,9324745
263,263,8192867,8406963,8881930
264,264,8913331,9135910,9578723
265,265,8521903,8862651,9196933
266,266,8873592,9186899,9558345
267,267,8656720,8922914,9437455
268,268,9209661,9562942,9966646
269,269,8811024,9017579,9485990
270,270,9413453,9712057,10063543
271,271,8748010,9045456,9511136
272,272,8751715,9063947,9545595
273,273,8997439,9226218,9661071
274,274,9659465,9924788,10399560
275,275,8973210,9125122,9620055
276,276,9671766,10008351,10251725
277,277,9350849,9560571,10033708
278,278,8787950,9011939,9555101
279,279,10116966,10395719,10808050
280,280,10063598,10370688,10767209
281,281,9232223,9453853,9967931
282,282,9109491,9357355,9904665
283,283,9248945,9476089,10094288
284,284,9573123,9822272,10487348
285,285,9764819,10179039,10620171
286,286,9849156,10099440,10568153
287,287,9412280,9678935,10151456
288,288,9307310,9529184,10176128
289,289,9804273,10064991,10571103
290,290,9372306,9694349,10157423
291,291,10188134,10501343,10944283
292,292,10051102,10304219,10911960
293,293,9054148,9276504,9831801
294,294,9873596,10260688,10663576
295,295,9819539,10090225,10768750
296,296,10199961,10490377,11118106
297,297,10060505,10345230,10794692
298,298,9662794,9930398,10538254
299,299,9927055,10216614,10751983
300,300,9420988,9611587,10091144
301,301,10173430,10445402,11053964
302,302,10610923,10871721,11609714
303,303,10140772,10499711,10939609
304,304,11083224,11353798,11896462
305,305,10228490,10535460,10990245
306,306,10478625,10789703,11349412
307,307,10450027,10675551,11266591
308,308,10731742,11059114,11591994
309,309,10705964,10972321,11491600
310,310,10682101,11002762,11547057
311,311,10219718,10563275,11233431
312,312,10710810,11009043,11583103
313,313,10515472,10828860,11389962
314,314,10042905,10343659,11081770
315,315,10955936,11295694,11892356
316,316,11594862,11993465,12439077
317,317,11139753,11436758,12178243
318,318,11046323,11348705,11993062
319,319,10578956,10795219,11436621
320,320,10882265,11240641,11863600
321,321,11269968,11557683,12275298
322,322,10972880,11328199,11809221
323,323,10697167,10970255,11601679
324,324,11387131,11731476,12292307
325,325,11073524,11286633,11950130
326,326,11402102,11727794,12344430
327,327,11178826,11609836,12074241
328,328,11147310,11576702,12197616
329,329,11343915,11640957,12460599
330,330,10618665,10855526,11532266
331,331,11015438,11340478,12083658
332,332,11984509,12294281,12784308
333,333,11139747,11487052,12249586
334,334,11686129,11947449,12640055
335,335,11557609,11878931,12433537
336,336,11358893,11666918,12224696
337,337,11749725,12178068,12624750
338,338,11673332,11993361,12813106
339,339,11301141,11641914,12320364
340,340,11225863,11560390,12196946
341,341,12204442,12458147,13057206
342,342,11696897,11978980,12823639
343,343,11407646,11723613,12448077
344,344,12197850,12468676,13121569
345,345,12095187,12497155,12985750
346,346,11991447,12354825,13009841
347,347,12743529,13002726,13634277
348,348,12031412,12326642,12928475
349,349,12624580,12924668,13582014
350,350,11608522,11970915,12732972
351,351,12406263,12714490,13427235
352,352,12502909,12945701,13493072
353,353,12079730,12388119,13142653
354,354,12539897,12869925,13791831
355,355,12634474,12945951,13621695
356,356,12356163,12610899,13486845
357,357,12627684,12900535,13627493
358,358,12046231,12430145,13061950
359,359,12778002,13168468,13859131
360,360,12263438,12636716,13296180
361,361,13310213,13630893,14272268
362,362,12175496,12492358,13328841
363,363,13058006,13416537,14038173
364,364,12867366,13262168,13791525
365,365,13538560,13911688,14574475
366,366,12773194,13151090,13777769
367,367,13207463,13650299,14273625
368,368,13264527,13539633,14286248
369,369,12441648,12823736,13459736
370,370,13357633,13618047,14456626
371,371,13722643,14034205,14775861
372,372,12868293,13246705,13844448
373,373,13207827,13568751,14149812
374,374,13537034,13892885,14647694
375,375,12702910,12977092,13746626
376,376,13396349,13869294,14475148
377,377,12741514,13048122,13837083
378,378,12891325,13248741,14054105
379,379,13188480,13634661,14201000
380,380,13427562,13832632,14544620
381,381,13535780,13882834,14750958
382,382,13687259,14145998,14818557
383,383,13447115,13893867,14603254
384,384,13735804,14217553,14950846
385,385,13410932,13868579,14532155
386,386,13548610,13888402,14668269
387,387,13818855,14096720,15016056
388,388,14206424,14537627,15277646
389,389,13770265,14114623,15048099
390,390,14275099,14665011,15347955
391,391,14231798,14563137,15575600
392,392,13737671,14067522,14763775
393,393,13864831,14232185,15087717
394,394,14469300,14785737,15514020
395,395,13409195,13762686,14640715
396,396,14360044,14782301,15465704
397,397,13860595,14181291,15074469
398,398,14095494,14442829,15329107
399,399,14428187,14782948,15578382
400,400,14672561,15042525,15917916
401,401,15161493,15539131,16298742
402,402,14528908,14999501,15641372
403,403,13874624,14409527,15091562
404,404,14992073,15347734,16042000
405,405,14613074,14962073,15879587
406,406,14401692,14661163,15400866
407,407,13977173,14424773,15274702
408,408,13839762,14207468,15171675
409,409,14824380,15239042,16006877
410,410,14565536,14882279,15549398
411,411,14890224,15220945,16052328
412,412,15080079,15442364,16285905
413,413,15175552,15451989,16359488
414,414,14888953,15284293,16002282
415,415,15010513,15592381,16414440
416,416,15475404,15839674,16661333
417,417,13864189,14199573,14990780
418,418,15360519,15741480,16577068
419,419,15433275,15882117,16547937
420,420,14885682,15253593,16160685
421,421,15771170,16071930,16921572
422,422,15705904,16163809,16942300
423,423,15192876,15656550,16297999
424,424,15114896,15547983,16379081
425,425,15952264,16263786,17228833
426,426,15123501,15538631,16401382
427,427,15849621,16261968,17027408
428,428,15804189,16162682,17039074
429,429,15210943,15631788,16423801
430,430,15443112,15844724,16675928
431,431,16667317,17095452,17828263
432,432,15294857,15674936,16498202
433,433,16512965,16879286,17714142
434,434,15337347,15774356,16761081
435,435,15810251,16225249,17190442
436,436,15668848,16045577,17003163
437,437,15621253,16104406,16837555
438,438,16957191,17253034,18076603
439,439,15789374,16118983,17070571
440,440,16017629,16509220,17270633
441,441,16446218,16917379,17518297
442,442,16316114,16736298,17724884
443,443,15629787,16120043,16725102
444,444,16235631,16632345,17315767
445,445,15785333,16097197,17176107
446,446,16167313,16679885,17316900
447,447,16612918,17040315,17729585
448,448,15986084,16433205,17148190
449,449,16955673,17470907,18268420
450,450,16201413,16692143,17340251
451,451,16401673,16828679,17646992
452,452,16569139,17019333,17886884
453,453,16467334,16931491,17488557
454,454,16503114,16963942,17747464
455,455,16848133,17179967,18182900
456,456,16547590,16865367,18045304
457,457,16641121,17100173,17940831
458,458,16146401,16601594,17505532
459,459,17531947,17942648,18786217
460,460,17104430,17485057,18522296
461,461,17299075,17640409,18526769
462,462,17549834,17894993,18809217
463,463,17620550,17903484,18766095
464,464,17477668,17926726,18704501
465,465,16196733,16586666,17436613
466,466,17322812,17795492,18560258
467,467,16251327,16625937,17500182
468,468,17814015,18362451,19024537
469,469,17318339,17686411,18482713
470,470,18264759,18788484,19668526
471,471,17973431,18492082,19086293
472,472,17861927,18229052,19361956
473,473,16632061,17130997,17969053
474,474,18785161,19255148,20043010
475,475,16577620,16966671,17849987
476,476,18273632,18814735,19659141
477,477,18580889,19009111,19712924
478,478,17826790,18289701,19134853
479,479,17657376,18135340,18876493
480,480,17176067,17807688,18261928
481,481,18041763,18491002,19357571
482,482,17916366,18409786,19010300
483,483,18255630,18626624,19506526
484,484,17706314,18185249,18896699
485,485,17852337,18231083,19174497
486,486,17554254,17986554,18929100
487,487,16752587,17170792,18144045
488,488,17735894,18195009,18939863
489,489,18186770,18685167,19459142
490,490,17763370,18187801,18923787
491,491,18995206,19459297,20285832
492,492,19021864,19541784,20420797
493,493,18533980,19012898,19786231
494,494,18351790,18898861,19627590
495,495,18539001,18975565,19739507
496,496,17802039,18206878,19134749
497,497,18400997,19005426,19496541
498,498,18612719,19106257,20022262
499,499,17927055,18517491,19280621
500,500,18832842,19274667,20076162
501,501,18498206,18966943,19864401
502,502,18408433,18854327,19784923
503,503,18516264,18845703,19766350
504,504,18966844,19450409,20208945
505,505,18371554,18835484,19875389
506,506,19103003,19518089,20476538
507,507,19245154,19799253,20456897
508,508,19760709,20273891,21094441
509,509,19532229,20011007,20738709
510,510,18072897,18648115,19303917
511,511,19479230,19895876,20818046
512,512,19395442,19800340,20764172
513,513,19510180,19995917,20718964
514,514,19577490,20049066,20813477
515,515,19554393,20092274,20996353
516,516,19206530,19657700,20475097
